index,Customer ID,recency,T,frequency,monetary,expected_purc_1_week,expected_purc_1_month,expected_average_profit,clv,SCALED_CLTV,cltv_segment
0,12747,52.285714285714285,52.857142857142854,11,381.4554545454545,0.20247468929397722,0.8076612749096188,387.8229767333213,1937.0090928712516,3.238963975018196,A
1,12748,53.142857142857146,53.42857142857143,209,154.5641626794258,3.237512649841113,12.915923956978338,154.7086354892611,12366.071919966891,15.293783980254277,A
2,12749,29.857142857142858,30.571428571428573,5,814.4879999999999,0.1671444661418822,0.6657092271352318,844.0953382934229,3445.922969959507,4.983098178951018,A
3,12820,46.142857142857146,46.714285714285715,4,235.585,0.10397029501809327,0.41456089456355943,247.08118181090614,631.9341127758715,1.7304445385916967,C
4,12822,2.2857142857142856,12.571428571428571,2,474.4400000000001,0.12914256207325384,0.5126606299920922,520.8292346977464,1612.1329517229058,2.8634438088759397,B
5,12823,31.571428571428573,42.42857142857143,5,351.9,0.12213177578271457,0.48687496381266676,365.1328305280284,1095.50262023741,2.2662774327062136,B
6,12826,51.714285714285715,52.285714285714285,7,210.67428571428573,0.14181751838346754,0.5656626450004552,216.49667067204086,757.0038980954256,1.875011099855823,C
7,12827,5.428571428571429,6.428571428571429,3,143.38333333333333,0.27748575283457155,1.099169292973498,153.37211892529663,1009.0629307431127,2.1663629039093406,B
8,12828,18.142857142857142,18.714285714285715,6,169.785,0.2650128132047814,1.0538804936265112,175.40716108526917,1125.0606132930964,2.3004431379004115,B
9,12829,3.2857142857142856,51.57142857142857,2,138.10999999999999,0.004276323526217867,0.017053298238501317,153.06710966423026,16.115940742514667,1.0186282092731593,D
10,12830,19.142857142857142,24.571428571428573,6,870.8825000000003,0.21364780172640804,0.850381271674264,897.0643447169828,4662.975538684688,6.389873638657215,A
11,12832,9.285714285714286,14.142857142857142,2,191.51500000000001,0.1507418715396043,0.5986625705441302,211.46313822967176,765.7802281686203,1.8851555472613972,C
12,12836,36,44.57142857142857,4,653.2149999999999,0.10417429898586611,0.41532556782441854,683.3550465993702,1749.82628834987,3.022601771242985,A
